Common Name,Double,Variable,SAO #,RA (hr),RA (min),Dec Deg,Dec Amin,Mag,Const,Sep,Description
,,,6364,7,57.1,71,40.8,7.5,,,
,,,6373,8,0.1,77,38.8,7.4,,,
,,,6378,8,0.2,73,55.1,5.6,,,
,,,6392,8,4.8,79,28.8,5.3,,,
,HD 65754 ,,6415,8,6.0,71,47.4,"7.4,10.5",Cam,Sep AB:35,Double Star
,,,6434,8,11.2,76,38.4,7.5,,,
,,,6457,8,14.4,75,50.1,7.6,,,
,,,6472,8,16.8,75,44.7,7.7,,,
,,,6482,8,17.6,70,10.6,7.4,,,
,,,6487,8,19.5,75,45.4,5.7,,,
,HD 68951 ,,6504,8,20.7,72,24.5,"6,9.6,9.3",UMa,"Sep AB:42, Sep AC:56",Double Star
,HD 69054 ,,6511,8,22.1,74,49.2,"6.4,9.8",Cam,Sep AB:11,Double Star
,,,6520,8,24.6,77,56.3,7.7,,,
,,,6523,8,24.9,76,57.9,7.1,,,
,,,6535,8,26.3,70,7.7,7.4,,,
,,,6545,8,29.4,77,3.6,7.5,,,
,,,6549,8,30.9,78,13.7,7.1,,,
,,,6562,8,31.5,72,17.5,7.6,,,
,,,6564,8,31.9,72,41.5,7.2,,,
,,,6579,8,34.9,73,28.8,7.6,,,
,,,6590,8,37.2,77,2.8,7.1,,,
,,,6592,8,36.8,74,43.4,6.3,,,
,,,6605,8,39.7,73,37.9,6.3,,,
,,,6618,8,42.8,73,10.2,6.9,,,
,,,6620,8,43.0,70,9.9,7.2,,,
,,,6629,8,45.9,73,17.5,7.4,,,
,,,6635,8,48.0,77,41.4,7.6,,,
,,,6638,8,47.1,72,23.2,7.5,,,
,,,6656,8,50.8,78,9.9,7.3,,,
,,,6661,8,51.0,73,45.1,7.5,,,
,,,6667,8,51.5,70,18.0,7.4,,,
,,,6692,8,58.4,78,8.7,7.4,,,
,,,6699,8,58.3,70,39.3,7.2,,,
,,,6729,9,4.0,71,18.3,7.1,,,
,,,6770,9,11.0,71,21.8,7.2,,,
,,,6778,9,13.8,75,16.8,7.7,,,
,,,6782,9,13.7,69,56.3,7.7,,,
,,,6784,9,14.1,71,39.4,6.5,,,
,,,6792,9,15.9,72,56.8,5.9,,,
,,,6794,9,17.0,77,4.4,6.9,,,
,,,6804,9,17.5,69,52.4,7.1,,,
,,,6816,9,19.9,74,1.0,6.5,,,
,,,6825,9,22.0,74,54.8,7.2,,,
,,,6831,9,22.7,75,40.9,7.6,,,
,,,6858,9,27.8,75,5.9,6.3,,,
,,,6880,9,31.1,73,57.5,7.6,,,
,,,6887,9,33.8,77,41.6,7.7,,,
,,,6895,9,34.4,71,5.3,7.1,,,
,,,6897,9,34.5,69,49.8,4.6,,,
,,,6898,9,34.9,72,12.4,5.8,,,
,,,6900,9,36.1,74,19.1,6.4,,,
,,,6908,9,37.2,72,4.9,7.2,,,
,,,6911,9,38.0,76,9.8,7.1,,,
,HD 82685 ,,6915,9,37.9,73,4.8,"6.4,7.2",Dra,Sep AB:5,Double Star
,,,6917,9,38.7,75,12.4,6.7,,,
,,,6918,9,38.3,70,16.0,6.8,,,
,,,6924,9,39.5,72,44.8,7,,,
,,,6928,9,40.9,75,25.9,7.2,,,
,HD 83003 ,,6931,9,42.3,78,49.7,"8.2,12.3",Dra,Sep AB:23,Double Star
,,,6936,9,43.0,72,15.2,5.4,,,
,,,6937,9,43.8,77,13.3,7.5,,,
,,,6945,9,44.4,74,35.3,6.7,,,
,,,6948,9,45.5,78,8.1,6.4,,,
,,,6956,9,47.3,79,8.2,6.1,,,
,,,6998,9,56.8,77,56.3,7.5,,,
,,,7003,9,57.9,76,36.8,7.7,,,
,,,7009,9,58.4,72,52.8,6,,,
,,,7019,10,0.6,76,2.8,7.6,,,
,,,7031,10,2.0,74,45.6,7.1,,,
,,,7067,10,11.1,70,50.4,7.7,,,
,,,7069,10,11.5,73,53.6,7.7,,,
,,,7088,10,16.3,78,56.8,6.7,,,
,,,7098,10,18.0,73,4.5,6.5,,,
,HD 88849 ,,7099,10,17.8,71,3.7,"6.7,7.4",UMa,Sep AB:17,Double Star
,,,7100,10,17.8,71,3.4,7.2,,,
,,,7107,10,19.2,72,26.3,7.4,,,
,,,7154,10,31.4,73,19.9,7.1,,,
,HD 91114 ,,7161,10,34.2,73,50.1,"7.6,10.9",Dra,Sep AB:24,Double Star
,,,7164,10,35.1,75,42.8,5,,,
,,,7178,10,39.3,76,26.5,7.5,,,
,,,7186,10,41.1,73,46.4,7.7,,,
,,,7191,10,43.1,77,24.7,7.6,,,
,,,7199,10,45.9,72,17.3,7.2,,,
,,,7218,10,51.4,75,59.7,7.1,,,
,,,7229,10,53.6,69,51.3,6.1,,,
,,,7237,10,55.2,77,5.2,7,,,
,,,7246,10,59.3,79,40.5,7.2,,,
,,,7247,10,59.1,75,43.3,7.6,,,
,HD 94847 ,,7248,10,58.7,69,48.7,"7.2,11.4",Dra,Sep AB:14,Double Star
,,,7250,10,59.0,69,59.3,7,,,
,,,7255,10,60.0,77,46.2,6.3,,,
,,,7271,11,3.5,75,26.5,7.2,,,
,,,7272,11,3.5,70,1.9,6.6,,,
,,,7287,11,8.4,71,57.6,6.9,,,
,,,7295,11,10.0,77,47.2,7.4,,,
,,,7318,11,15.0,72,0.5,7.3,,,
,,,7320,11,15.3,73,28.4,7.2,,,
,,,7322,11,16.2,78,18.5,7.1,,,
,,,7327,11,17.1,75,21.2,7.7,,,
,,,7329,11,17.3,74,20.3,7.6,,,
,,,7348,11,22.8,77,22.4,7.5,,,
,,,7395,11,37.7,77,35.7,6.7,,,
,,,7416,11,44.7,73,8.8,7.2,,,
,,,7434,11,50.9,75,21.4,7.7,,,
,,,7443,11,53.4,73,17.5,7.6,,,
,,,7445,11,53.7,73,45.5,6.8,,,
,,,7446,11,54.1,71,55.5,7.5,,,
,,,7473,11,59.8,79,35.7,7.5,,,
,,,7480,12,0.9,70,14.3,6.7,,,
,HD 104435 ,,7485,12,1.6,70,51.0,"7.5,10.5",Dra,Sep AB:5,Double Star
,,,7494,12,3.9,76,4.0,7.3,,,
,,,7497,12,5.0,76,45.8,7.4,,,
,,,7499,12,5.2,73,27.2,7.5,,,
,,,7500,12,5.2,76,54.4,6,,,
,,,7512,12,9.8,74,39.7,6.4,,,
,,,7513,12,9.8,77,23.4,6.9,,,
,,,7521,12,11.8,77,26.4,6.6,,,
,,,7522,12,12.2,77,37.0,5.1,,,
,,,7532,12,15.1,70,12.0,5.9,,,
,,,7533,12,15.7,72,33.1,6.5,,,
,,,7540,12,18.8,75,9.6,5.4,,,
,,,7563,12,26.4,71,55.8,6.4,,,
,,,7575,12,30.9,71,18.0,7,,,
,HD 109213 ,,7584,12,32.0,74,48.7,"7.5,9.1",Dra,Sep AB:4,Double Star
,,,7593,12,33.5,69,47.3,3.9,,,
,,,7594,12,33.5,72,28.8,7,,,
,,,7596,12,33.7,75,12.7,7.2,,,
,,,7600,12,34.7,70,1.3,5.2,,,
,,,7611,12,36.9,70,11.1,6.7,,,
,,,7614,12,37.3,79,12.9,7,,,
,,,7621,12,39.4,73,0.1,7.4,,,
,,,7629,12,40.5,75,54.4,7.3,,,
,,,7663,12,48.0,70,56.8,7.3,,,
,,,7686,12,52.8,71,34.3,7.6,,,
,,,7693,12,53.8,76,56.1,7.3,,,
,,,7695,12,54.2,75,24.6,7,,,
,,,7703,12,55.3,78,30.0,7.7,,,
,,,7707,12,57.2,70,45.3,7.7,,,
,,,7714,12,58.8,75,28.3,6.2,,,
,,,7715,12,59.1,70,35.8,7.1,,,
,,,7741,13,4.8,73,1.5,6.3,,,
,,,7745,13,5.7,77,41.6,7.5,,,
,,,7751,13,7.3,71,23.6,7.6,,,
,,,7755,13,8.0,73,20.6,7.7,,,
,,,7777,13,12.4,77,11.7,7.6,,,
,,,7780,13,12.4,79,39.1,7.5,,,
,,,7782,13,13.5,72,48.0,6.4,,,
,,,7786,13,15.1,78,42.1,7.4,,,
,,,7802,13,21.8,71,52.3,7.6,,,
,,,7812,13,25.7,72,16.4,7.5,,,
,,,7814,13,26.1,72,23.5,6.1,,,
,,,7817,13,27.2,70,19.0,7.4,,,
,,,7821,13,27.0,78,38.6,5.9,,,
,,,7823,13,28.1,70,7.6,7.4,,,
,,,7828,13,29.7,74,52.8,7.7,,,
,,,7833,13,31.5,70,25.4,7.7,,,
,,,7843,13,32.8,76,3.8,7.3,,,
,,,7846,13,34.2,75,47.8,7.6,,,
,,,7847,13,34.9,70,7.1,7.3,,,
,,,7848,13,34.7,76,32.8,6.7,,,
,,,7854,13,37.2,71,14.5,5.7,,,
,,,7856,13,36.8,79,21.2,7.5,,,
,,,7859,13,38.7,74,18.6,7.7,,,
,HD 119702 ,,7867,13,40.7,76,50.6,"6.7,10.2,9.1",UMi,"Sep AB:26, Sep AC:46",Double Star
,,,7876,13,42.7,78,3.8,6.1,,,
,,,7888,13,49.5,75,34.0,7.4,,,
,,,7895,13,50.0,78,59.7,6.6,,,
,,,7906,13,55.5,69,56.1,7.4,,,
,,,7924,13,59.8,73,23.9,7.6,,,
,,,7930,14,2.0,70,20.2,7.5,,,
,,,7934,14,3.3,70,17.3,7.6,,,
,,,7947,14,5.5,74,43.0,7.6,,,
,,,7948,14,5.4,76,58.9,7.4,,,
,,,7953,14,6.9,74,35.6,6.3,,,
,,,7958,14,8.9,77,32.8,5,,,
,,,7991,14,18.6,75,40.1,7.7,,,
,,,8000,14,21.4,75,3.6,7.6,,,
,,,8023,14,26.7,78,29.9,7.2,,,
,HD 127700 5 UMi,,8024,14,27.5,75,41.7,"4.4,13.4,9.9",UMi,"Sep AB:22, Sep AC:60",Double Star
,,,8054,14,33.7,79,39.6,6.4,,,
,,,8081,14,45.8,71,58.0,7.4,,,
,,,8087,14,47.2,76,2.5,7.2,,,
,HD 131873 7 UMi; Kochab; Arabic name for the constellat,,8102,14,50.7,74,9.3,"2.2,11.4",UMi,Sep AB:209,Double Star
,HD 132698 ,,8111,14,53.1,78,10.6,"6.5,10,9.1",UMi,"Sep AB:1, Sep AC:113",Double Star
,,,8120,14,55.0,74,52.9,7,,,
,HD 133086 8 Umi,,8127,14,56.8,74,54.1,"7.3,8.8",UMi,Sep AB:172,Double Star
,,,8138,15,0.2,70,36.8,7.6,,,
,,,8140,15,0.5,71,45.9,6.7,,,
,,,8158,15,4.1,77,22.3,7.5,,,
,,,8160,15,5.1,73,53.5,7.1,,,
,,,8162,15,5.8,71,52.9,7.6,,,
,,,8164,15,5.0,76,38.4,7.7,,,
,,,8173,15,8.6,70,8.8,7.5,,,
,,,8174,15,8.5,72,22.2,7.3,,,
,,,8207,15,17.1,71,49.4,5.1,,,
,HD 136727 H V 86,,8208,15,17.3,71,12.7,"7.3,11,10.6",UMi,"Sep AB:56, Sep AC:90",Double Star
,,,8211,15,17.4,74,2.7,6.7,,,
,,,8215,15,18.8,74,51.5,7.6,,,
,,,8220,15,20.7,71,50.0,3.1,,,
,,,8227,15,21.5,73,28.5,7.4,,,
,,,8236,15,22.2,76,38.4,7.2,,,
,,,8274,15,31.4,77,21.0,5.3,,,
,,,8283,15,34.4,76,27.0,7.5,,,
,,,8300,15,37.7,71,9.2,7.1,,,
,,,8328,15,44.0,77,47.7,4.3,,,
,,,8375,15,55.7,72,23.5,7.5,,,
,,,8376,15,55.0,75,34.5,6.9,,,
,,,8382,15,58.4,70,53.5,7.4,,,
,,,8412,16,4.0,73,8.8,7,,,
,HD 145309 ,,8415,16,4.8,70,15.7,"6.9,8.9",UMi,Sep AB:47,Double Star
,,,8417,16,3.5,76,47.6,5.6,,,
,,,8446,16,10.8,75,52.6,5.5,,,
,,,8452,16,12.5,75,12.6,6.5,,,
,,,8462,16,14.6,73,23.7,6,,,
,,,8470,16,17.5,75,45.1,5,,,
,,,8481,16,18.5,77,33.0,7.6,,,
,,,8485,16,19.8,76,8.6,6.9,,,
,,,8506,16,22.6,76,26.7,7.4,,,
,,,8513,16,25.5,71,23.1,7.2,,,
,,,8527,16,25.7,78,57.7,5.5,,,
,,,8544,16,31.5,72,36.7,6.5,,,
,,,8548,16,30.7,77,26.6,6.4,,,
,,,8557,16,31.3,79,47.5,7,,,
,,,8561,16,33.3,77,41.2,7.7,,,
,,,8571,16,35.3,77,45.3,6.9,,,
,,,8592,16,37.9,78,55.1,6.4,,,
,,,8598,16,40.7,72,40.3,6.9,,,
,,,8602,16,42.0,73,53.2,6.8,,,
,HD 152303 Kustner 1,,8612,16,43.1,77,30.7,"6,9.4,9.8",UMi,"Sep AB:3, Sep AC:115",Double Star
,,,8634,16,47.6,79,30.2,6.9,,,
,,,8636,16,49.5,75,22.7,7.6,,,
,,,8651,16,52.9,75,23.6,6.8,,,
,,,8654,16,52.7,76,51.1,7.2,,,
,,,8657,16,54.5,70,27.9,7,,,
,,,8667,16,56.3,73,7.7,6.2,,,
,,,8670,16,56.3,74,17.0,7.2,,,
,,,8673,16,55.8,77,57.6,7.4,,,
,,,8674,16,56.2,77,39.2,6.7,,,
,,,8686,17,0.5,73,11.7,7.5,,,
,,,8690,17,0.4,75,13.5,6.9,,,
,,,8695,17,0.1,78,5.9,7.2,,,
,,,8696,17,0.5,77,36.9,7.7,,,
,,,8697,17,1.7,75,17.9,6.3,,,
,,,8699,17,2.9,71,3.7,7.5,,,
,,,8714,17,6.0,75,6.2,7.2,,,
,,,8716,17,7.0,75,52.1,7.1,,,
,,,8720,17,8.5,72,8.0,7.4,,,
,,,8732,17,10.8,75,5.8,7.6,,,
,,,8745,17,14.4,77,21.1,7.6,,,
,,,8748,17,16.2,71,47.5,6.8,,,
,,,8763,17,18.9,70,47.2,7,,,
,,,8782,17,19.2,79,18.4,7.3,,,
,,,8787,17,23.3,71,52.2,7,,,
,,,8788,17,22.7,74,39.7,7.4,,,
,,,8795,17,23.6,76,3.3,7.2,,,
,,,8830,17,31.5,71,14.9,7.5,,,
,,,8842,17,32.7,74,13.6,7.1,,,
,,,8854,17,35.8,73,4.6,7.5,,,
,,,8860,17,36.8,72,3.3,7.4,,,
,,,8862,17,37.1,72,27.3,6,,,
,,,8876,17,39.7,72,55.7,7.7,,,
,,,8878,17,37.6,79,12.8,7.6,,,
,HD 162003 Psi 1 Dra; 31 Dra; Dziban,,8890,17,41.9,72,9.2,"4.58,5.79,11.4,12.9",Dra,"Sep AB:30.3, Sep AC:90, Sep AD:101",Double Star
,,,8891,17,41.9,72,9.6,6.1,,,
,,,8927,17,47.6,73,8.0,7.6,,,
,,,8936,17,48.4,77,1.7,7.5,,,
,,,8939,17,49.4,76,57.6,5,,,
,,,8943,17,48.9,79,19.9,7.5,,,
,,,8945,17,51.4,74,34.1,6.8,,,
,,,8946,17,50.2,78,18.4,6.4,,,
,,,8952,17,52.3,76,0.0,7.4,,,
,,,8961,17,55.2,72,0.3,5.5,,,
,,,8962,17,54.4,75,10.2,6.4,,,
,,,8965,17,54.1,78,40.8,7.6,,,
,,,8974,17,59.6,71,38.0,7.6,,,
,"HD 166865 40, 41 Dra",,8994,18,0.0,79,59.9,"5.7,6.1",Dra,Sep AB:20,Double Star
,,,8996,18,0.1,80,0.1,5.8,,,
,HD 166655 ,,8999,18,2.8,75,47.4,"7,9.6,9.4",Dra,"Sep AB:6, Sep AC:23",Double Star
,,,9030,18,7.4,77,35.6,7.5,,,
,,,9054,18,14.2,70,50.1,7.4,,,
,,,9084,18,20.7,71,20.2,4.2,,,
,,,9087,18,20.9,72,44.3,3.7,,,
,,,9124,18,25.9,71,43.9,7.6,,,
,,,9130,18,24.1,79,13.3,6.6,,,
,,,9146,18,29.4,76,13.6,7.6,,,
,,,9149,18,31.0,73,4.9,7.6,,,
,,,9151,18,29.7,77,32.8,5.8,,,
,,,9169,18,34.3,72,24.7,7.3,,,
,,,9176,18,35.2,72,16.5,7.4,,,
,,,9181,18,35.9,72,22.8,6.9,,,
,,,9182,18,35.8,73,16.9,7.5,,,
,,,9199,18,37.4,77,41.2,6.9,,,
,,,9215,18,41.4,75,17.9,7.6,,,
,,,9222,18,43.2,70,47.6,6.6,,,
,,,9241,18,45.8,74,5.1,5.4,,,
,,,9250,18,46.4,75,26.0,5.4,,,
,,,9252,18,47.0,74,43.5,7.3,,,
,,,9256,18,45.6,79,56.5,6.3,,,
,,,9273,18,50.2,78,57.9,7.7,,,
,,,9276,18,53.0,71,47.2,6.9,,,
,,,9283,18,54.4,71,17.8,4.9,,,
,,,9285,18,53.5,75,47.1,7.4,,,
,HD 176795 ,,9286,18,53.5,75,47.2,"6.3,6.6",Dra,Sep AB:6,Double Star
,,,9293,18,58.6,74,8.0,7,,,
,,,9296,18,58.0,77,3.1,6.5,,,
,,,9311,19,1.8,77,40.5,7.5,,,
,HD 179729 ,,9323,19,7.1,72,4.4,"7,7.9",Dra,Sep AB:.7,Double Star
,,,9338,19,9.8,72,14.6,7.7,,,
,,,9341,19,9.2,76,33.7,5.1,,,
,,,9365,19,14.6,76,18.6,7.5,,,
,,,9366,19,15.6,73,21.2,4.6,,,
,,,9371,19,17.4,71,20.9,7.1,,,
,,,9386,19,17.8,76,37.1,7.6,,,
,,,9390,19,18.9,73,33.0,6.7,,,
,,,9392,19,18.9,76,47.6,7.1,,,
,,,9397,19,20.8,72,6.1,7.7,,,
,,,9404,19,21.6,76,33.6,5.8,,,
,,,9414,19,21.7,79,36.2,6,,,
,HD 184292 ,,9428,19,27.0,73,21.9,"7.7,8.4,9.3",Dra,"Sep AB:2, Sep AC:78",Double Star
,,,9447,19,31.0,70,59.3,6.3,,,
,HD 185497 ,,9452,19,29.5,78,15.9,"7.7,8.3",Dra,Sep AB:11,Double Star
,,,9467,19,34.4,71,36.4,6.7,,,
,,,9477,19,35.2,74,22.6,7.1,,,
,,,9535,19,46.9,72,27.8,7.4,,,
,,,9540,19,48.2,70,16.0,4,,,
,,,9545,19,46.3,79,27.6,7.4,,,
,,,9586,19,57.0,75,42.9,7.2,,,
,,,9592,19,58.7,70,22.0,6.5,,,
,,,9606,19,59.6,76,28.9,6.4,,,
,,,9629,20,2.4,79,40.9,6.7,,,
,,,9631,20,4.4,73,54.6,6.9,,,
,,,9634,20,4.9,72,46.9,7.3,,,
,HD 192907 Kappa Cep; 1 Cep,,9665,20,8.9,77,42.7,"4.4,8.4,8.4",Cep,"Sep AB:7, Sep AC:170",Double Star
,,,9684,20,13.3,72,53.8,7.1,,,
,,,9696,20,14.9,72,36.3,7.3,,,
,,,9699,20,13.3,79,39.1,7.1,,,
,,,9720,20,18.2,70,47.2,7.2,,,
,,,9753,20,22.8,76,2.6,7.6,,,
,,,9793,20,30.0,72,31.9,6.4,,,
,,,9802,20,31.5,74,57.3,5.2,,,
,,,9804,20,32.4,70,31.9,6.7,,,
,,,9827,20,36.0,79,25.8,6.8,,,
,,,9828,20,37.3,75,35.6,7.1,,,
,,,9836,20,38.1,76,49.9,7.1,,,
,,,9849,20,41.4,72,58.5,7.3,,,
,,,9866,20,43.3,78,48.9,7.7,,,
,,,9879,20,45.0,79,14.3,7.2,,,
,,,9901,20,51.8,74,38.4,7.1,,,
,,,9911,20,54.7,75,55.5,6.2,,,
,,,9917,20,56.2,75,43.1,6.9,,,
,,,9957,21,6.4,71,26.0,6,,,
,,,9959,21,5.5,78,7.6,5.9,,,
,,,9975,21,9.6,75,13.7,7,,,
,,,9976,21,9.1,78,39.8,7.4,,,
,,,9982,21,11.5,70,49.6,7.4,,,
,,,9984,21,11.7,70,26.5,7.1,,,
,HD 202765 ,,9990,21,12.1,76,18.6,"7.1,10.5",Cep,Sep AB:11,Double Star
,,,9993,21,11.4,78,58.5,7,,,
,,,9997,21,14.3,73,10.4,7.5,,,
,,,9999,21,14.4,73,26.0,7.6,,,
,,,10007,21,15.7,77,0.7,6.2,,,
,HD 203516 ,,10010,21,15.6,78,35.9,"7.4,9.6",Cep,Sep AB:26,Double Star
,,,10032,21,22.0,72,3.6,7,,,
,,,10034,21,22.3,77,5.4,6.7,,,
,,,10037,21,22.7,76,33.2,6.9,,,
,,,10043,21,24.4,75,58.3,7.5,,,
,,,10045,21,25.3,70,28.6,7.2,,,
,HD 205021 Beta Cep; 8 Cep; Alfirk,,10057,21,28.7,70,33.6,"3.2,7.9",Cep,Sep AB:13,Double Star
,,,10061,21,28.5,76,24.2,7.7,,,
,,,10063,21,28.8,77,56.1,7.3,,,
,,,10069,21,31.0,70,49.4,6.9,,,
,,,10075,21,31.7,72,2.3,7.5,,,
,,,10084,21,33.3,72,57.6,7.7,,,
,,,10100,21,35.2,78,37.5,7,,,
,,,10108,21,37.4,75,13.3,7.7,,,
,,,10113,21,39.1,71,18.6,7.1,,,
,,,10118,21,40.5,70,47.2,7.4,,,
,,,10126,21,41.9,71,18.6,4.9,,,
,,,10131,21,43.1,72,19.2,5.4,,,
,,,10153,21,45.9,78,14.0,7.2,,,
,,,10183,21,52.3,72,29.4,7.2,,,
,,,10186,21,52.8,73,42.1,6.4,,,
,,,10188,21,53.2,71,59.4,7,,,
,,,10190,21,52.2,79,33.1,6.8,,,
,,,10208,21,57.8,74,59.8,6.6,,,
,,,10210,21,58.0,76,5.4,7.5,,,
,,,10216,21,59.3,73,10.9,5.1,,,
,,,10248,22,6.7,72,13.7,7.6,,,
,,,10251,22,7.2,70,41.7,7,,,
,,,10253,22,7.2,72,22.3,7,,,
,,,10258,22,8.3,72,46.1,7.5,,,
,,,10265,22,9.8,72,20.5,5,,,
,,,10267,22,10.3,72,6.7,6.4,,,
,,,10272,22,10.7,71,7.7,7.6,,,
,HD 211300 ,,10284,22,12.9,73,18.4,"6.1,8.5",Cep,Sep AB:29,Double Star
,,,10285,22,12.5,76,27.7,7.1,,,
,,,10312,22,18.3,76,29.3,6.6,,,
,,,10315,22,19.1,76,0.8,7.3,,,
,,,10331,22,21.7,70,15.5,7.5,,,
,,,10349,22,24.2,71,18.1,7.5,,,
,,,10351,22,23.7,78,14.6,6.5,,,
,,,10352,22,24.5,71,2.8,7.6,,,
,,,10364,22,25.1,77,26.0,7.3,,,
,,,10366,22,26.0,70,46.3,5.7,,,
,,,10375,22,26.7,78,47.2,5.8,,,
,,,10394,22,29.5,70,26.1,7.2,,,
,,,10398,22,29.3,77,34.9,7.6,,,
,,,10402,22,29.9,78,49.5,5.5,,,
,,,10414,22,32.3,76,13.6,5.7,,,
,,,10417,22,32.8,74,4.4,7.2,,,
,HD 214019 ,,10418,22,33.3,70,22.4,"6.4,8.7,11.3",Cep,"Sep AB:9, Sep AC:97",Double Star
,,,10425,22,35.7,73,38.6,5.2,,,
,HD 214511 AB x D = OSS 236,,10429,22,36.1,72,52.8,"7.6,12.8,8.4",Cep,"Sep AB:33, Sep AC:42",Double Star
,,,10440,22,37.2,75,22.3,6.1,,,
,,,10464,22,41.4,73,15.4,7.4,,,
,,,10469,22,41.5,77,36.9,7.3,,,
,,,10474,22,42.6,74,19.9,7.5,,,
,,,10535,22,53.6,78,54.1,7.4,,,
,,,10536,22,54.1,74,36.7,7.5,,,
,HD 216886 ,,10541,22,54.2,76,20.3,"7.4,8.6",Cep,Sep AB:2,Double Star
,,,10550,22,55.4,70,17.9,7.6,,,
,HD 217085 South 820,,10560,22,56.2,72,50.2,"7.4,10.4,8.6,8",Cep,"Sep AB:32, Sep AC:121, Sep AD:121",Double Star
,,,10566,22,57.8,73,8.0,6.6,,,
,,,10589,23,1.0,76,7.4,7.5,,,
,,,10620,23,6.3,75,34.9,6.7,,,
,,,10623,23,7.4,70,39.7,7.6,,,
,HD 218658 Pi Cep; 33 Cep; OS 489,,10629,23,7.9,75,23.3,"4.4,,12.2",Cep,,Double Star
,,,10664,23,14.6,74,13.9,5.7,,,
,,,10671,23,15.6,70,53.3,5.6,,,
,,,10684,23,17.3,75,18.0,6.4,,,
,,,10685,23,17.0,80,8.2,7.7,,,
,,,10686,23,18.0,73,41.3,7.3,,,
,HD 220086 ,,10696,23,19.7,73,55.5,"7.6,11.4",Cep,Sep AB:16,Double Star
,,,10697,23,19.4,79,0.2,7.7,,,
,HD 220841 ,,10732,23,26.2,70,41.1,"6.7,12.1,12.3",Cep,"Sep AB:20, Sep AC:47",Double Star
,,,10737,23,27.3,70,21.6,5.6,,,
,HD 221071 ,,10742,23,27.7,74,7.2,"7.2,8.6",Cep,Sep AB:1.6,Double Star
,,,10754,23,28.9,75,13.5,6.5,,,
,,,10764,23,30.6,77,53.7,7,,,
,,,10772,23,31.6,77,49.2,7.1,,,
,,,10774,23,32.5,72,0.1,6.6,,,
,,,10785,23,34.1,72,54.9,7.6,,,
,,,10790,23,35.0,71,38.5,6.1,,,
,,,10814,23,39.2,75,17.6,6,,,
,,,10817,23,39.4,74,0.2,6.1,,,
,,,10818,23,39.4,77,37.8,3.4,,,
,,,10874,23,51.9,77,36.0,6.5,,,
,HD 223778 ,,10879,23,52.3,75,32.6,"6.5,11.4",Cep,Sep AB:5,Double Star
,HD 224098 ,,10893,23,54.8,74,24.6,"6.6,12.6",Cep,Sep AB:45,Double Star
,,,10933,0,1.6,72,14.2,7.5,,,
,,,10934,0,1.6,73,36.7,6.5,,,
,HD 225009 ,,10937,0,2.6,66,5.9,"5.9,7.2",Cas,Sep AB:15,Double Star
,,,10938,0,2.6,66,6.0,7.5,,,
,,,10942,0,3.4,63,38.5,6.3,,,
,,,10948,0,3.9,66,42.7,6.6,,,
,HD 225180 9 Cas,,10954,0,4.2,62,17.3,"6,10",Cas,Sep AB:247,Double Star
,,,10956,0,4.7,67,10.0,5.8,,,
,,,10959,0,4.9,64,46.9,7.7,,,
,,,10960,0,5.0,65,25.5,7.1,,,
,,,10962,0,5.1,61,18.8,5.9,,,
,,,10963,0,5.1,67,50.4,7.3,,,
,,,10965,0,5.3,68,53.1,7,,,
,,,10973,0,6.0,63,40.8,7.4,,,
,,,10978,0,6.4,64,11.8,5.5,,,
,,,10999,0,8.5,63,12.3,6.6,,,
,,,11005,0,9.3,65,4.2,7,,,
,,,11030,0,11.8,66,7.6,7.1,,,
,,,11044,0,13.2,62,2.5,6.6,,,
,,,11050,0,13.8,64,51.9,7.2,,,
,,,11056,0,14.3,66,12.3,7.6,,,
,HD 1026 ,,11062,0,14.8,62,50.4,"8,8.5",Cas,Sep AB:18,Double Star
,,,11074,0,15.9,61,0.0,6.6,,,
,HD 1239 ,,11084,0,16.9,61,32.0,"5.8,11.8",Cas,Sep AB:19,Double Star
,,,11095,0,18.5,62,12.2,7.1,,,
,,,11118,0,20.3,68,50.8,7.3,,,
,,,11123,0,20.7,61,52.8,7.1,,,
,HD 1658 OS 6,,11128,0,21.4,67,0.3,"7.2,8.3",Cep,Sep AB:13,Double Star
,,,11130,0,21.7,67,49.4,6.7,,,
,,,11134,0,21.7,61,41.5,7.7,,,
,,,11141,0,22.1,66,27.7,7.4,,,
,,,11152,0,23.3,65,21.1,7.5,,,
,,,11157,0,23.9,60,57.8,6.8,,,
,,,11167,0,24.3,60,27.2,7.5,,,
,,,11172,0,24.8,61,49.9,5.4,,,
,,,11180,0,25.9,65,23.0,7.5,,,
,,,11206,0,27.2,60,40.0,7.1,,,
,,,11225,0,29.6,62,3.9,7,,,
,,,11228,0,30.3,64,44.9,7.2,,,
,,,11235,0,30.7,62,21.2,7.2,,,
,,,11239,0,31.2,69,47.2,7.4,,,
,,,11243,0,31.4,66,31.2,6.1,,,
,,,11256,0,33.0,62,55.9,4.2,,,
,,,11260,0,33.6,60,32.9,7.7,,,
,,,11264,0,34.4,68,29.2,7.4,,,
,,,11265,0,34.4,66,45.0,6.4,,,
,,,11268,0,34.6,67,31.0,7.3,,,
,HD 3067 ,,11269,0,34.6,62,54.3,"7.7,10.1",Cas,Sep AB:42,Double Star
,,,11273,0,35.2,62,59.4,7.1,,,
,,,11279,0,35.6,67,55.6,7.5,,,
,,,11291,0,36.4,60,19.6,5.8,,,
